ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000162627,SNX7,ENSP00000434731,,1,p21.3
ENSG00000265808,SEC22B,ENSP00000463393,O75396,1,p12
ENSG00000134247,PTGFRN,ENSP00000376899,Q9P2B2,1,p13.1
ENSG00000162664,ZNF326,ENSP00000378084,,1,p22.2
ENSG00000134253,TRIM45,ENSP00000431261,,1,p13.1
ENSG00000183508,TENT5C,ENSP00000358458,Q5VWP2,1,p12
ENSG00000198765,SYCP1,ENSP00000358535,Q15431,1,p13.2
ENSG00000143398,PIP5K1A,ENSP00000401228,,1,q21.3
ENSG00000196505,GDAP2,ENSP00000358451,Q9NXN4,1,p12
ENSG00000134200,TSHB,ENSP00000256592,P01222,1,p13.2
ENSG00000065183,WDR3,ENSP00000308179,Q9UNX4,1,p12
ENSG00000163156,SCNM1,ENSP00000473282,Q9BWG6,1,q21.3
ENSG00000171943,SRGAP2C,ENSP00000478290,P0DJJ0,1,p11.2
ENSG00000155761,SPAG17,ENSP00000337804,Q6Q759,1,p12
ENSG00000116830,TTF2,ENSP00000358478,Q9UNY4,1,p13.1
ENSG00000081026,MAGI3,ENSP00000358630,Q5TCQ9,1,p13.2
ENSG00000143458,GABPB2,ENSP00000357914,Q8TAK5,1,q21.3
ENSG00000163155,LYSMD1,ENSP00000357904,Q96S90,1,q21.3
ENSG00000116824,CD2,ENSP00000358490,P06729,1,p13.1
ENSG00000117262,GPR89A,ENSP00000436705,B7ZAQ6,1,q21.1
ENSG00000184371,CSF1,ENSP00000434527,,1,p13.3
ENSG00000163154,TNFAIP8L2,ENSP00000357906,Q6P589,1,q21.3
ENSG00000143158,MPC2,ENSP00000356820,O95563,1,q24.2
ENSG00000271092,TLCD4-RWDD3,ENSP00000475025,,1,p21.3
ENSG00000000460,FIRRM,ENSP00000490194,,1,q24.2
ENSG00000135862,LAMC1,ENSP00000258341,P11047,1,q25.3
ENSG00000143156,NME7,ENSP00000433341,Q9Y5B8,1,q24.2
ENSG00000198771,RCSD1,ENSP00000356828,Q6JBY9,1,q24.2
ENSG00000143185,XCL2,ENSP00000356793,Q9UBD3,1,q24.2
ENSG00000143190,POU2F1,ENSP00000356840,P14859,1,q24.2
ENSG00000143171,RXRG,ENSP00000352900,P48443,1,q23.3
ENSG00000047410,TPR,ENSP00000356448,P12270,1,q31.1
ENSG00000171806,METTL18,ENSP00000307077,O95568,1,q24.2
ENSG00000134216,CHIA,ENSP00000387671,,1,p13.2
ENSG00000135842,NIBAN1,ENSP00000414039,,1,q25.3
ENSG00000184155,OR10J5,ENSP00000334441,Q8NHC4,1,q23.2
ENSG00000058085,LAMC2,ENSP00000432063,Q13753,1,q25.3
ENSG00000143167,GPA33,ENSP00000356842,Q99795,1,q24.1
ENSG00000143184,XCL1,ENSP00000356792,P47992,1,q24.2
ENSG00000143228,NUF2,ENSP00000433533,,1,q23.3
ENSG00000116833,NR5A2,ENSP00000356331,O00482,1,q32.1
ENSG00000000457,SCYL3,ENSP00000356745,Q8IZE3,1,q24.2
ENSG00000157064,NMNAT2,ENSP00000294868,Q9BZQ4,1,q25.3
ENSG00000059588,TARBP1,ENSP00000040877,Q13395,1,q42.2
ENSG00000162782,TDRD5,ENSP00000356586,Q8NAT2,1,q25.2
ENSG00000162851,TFB2M,ENSP00000355471,Q9H5Q4,1,q44
ENSG00000143353,LYPLAL1,ENSP00000355895,Q5VWZ2,1,q41
ENSG00000197965,MPZL1,ENSP00000352513,O95297,1,q24.2
ENSG00000143493,INTS7,ENSP00000481687,,1,q32.3
ENSG00000179397,CATSPERE,ENSP00000355492,Q5SY80,1,q44
ENSG00000186197,EDARADD,ENSP00000490347,,1,q42.3
ENSG00000162670,BRINP3,ENSP00000356432,Q76B58,1,q31.1
ENSG00000162761,LMX1A,ENSP00000340226,Q8TE12,1,q23.3
ENSG00000143199,ADCY10,ENSP00000441992,Q96PN6,1,q24.2
ENSG00000007908,SELE,ENSP00000356749,,1,q24.2
ENSG00000092978,GPATCH2,ENSP00000355902,Q9NW75,1,q41
ENSG00000188404,SELL,ENSP00000236147,P14151,1,q24.2
ENSG00000203697,CAPN8,ENSP00000436371,,1,q41
ENSG00000116574,RHOU,ENSP00000355652,Q7L0Q8,1,q42.13
ENSG00000143248,RGS5,ENSP00000319308,O15539,1,q23.3
ENSG00000162814,SPATA17,ENSP00000473514,,1,q41
ENSG00000116132,PRRX1,ENSP00000356734,P54821,1,q24.2
ENSG00000152092,ASTN1,ENSP00000356629,,1,q25.2
ENSG00000143476,DTL,ENSP00000355958,Q9NZJ0,1,q32.3
ENSG00000057252,SOAT1,ENSP00000356591,P35610,1,q25.2
ENSG00000162852,CNST,ENSP00000355470,Q6PJW8,1,q44
ENSG00000116962,NID1,ENSP00000355554,P14543,1,q42.3
ENSG00000181450,ZNF678,ENSP00000344828,Q5SXM1,1,q42.13
ENSG00000143355,LHX9,ENSP00000483170,,1,q31.3
ENSG00000174502,SLC26A9,ENSP00000341682,Q7LBE3,1,q32.1
ENSG00000143195,ILDR2,ENSP00000271417,Q71H61,1,q24.1
ENSG00000162849,KIF26B,ENSP00000385545,Q2KJY2,1,q44
ENSG00000067533,RRP15,ENSP00000355899,Q9Y3B9,1,q41
ENSG00000152104,PTPN14,ENSP00000355923,Q15678,1,q41
ENSG00000117650,NEK2,ENSP00000355966,P51955,1,q32.3
ENSG00000203724,C1orf53,ENSP00000356363,Q5VUE5,1,q31.3
ENSG00000173726,TOMM20,ENSP00000355566,Q15388,1,q42.3
ENSG00000152382,TADA1,ENSP00000356848,Q96BN2,1,q24.1
ENSG00000135829,DHX9,ENSP00000356520,Q08211,1,q25.3
ENSG00000134717,BTF3L4,ENSP00000360664,Q96K17,1,p32.3
ENSG00000143207,COP1,ENSP00000356639,,1,q25.2
ENSG00000150681,RGS18,ENSP00000356430,Q9NS28,1,q31.2
ENSG00000116906,GNPAT,ENSP00000402811,,1,q42.2
ENSG00000092969,TGFB2,ENSP00000355897,P61812,1,q41
ENSG00000157181,ODR4,ENSP00000395084,Q5SWX8,1,q31.1
ENSG00000076258,FMO4,ENSP00000356723,P31512,1,q24.3
ENSG00000117697,NSL1,ENSP00000355945,,1,q32.3
ENSG00000162669,HFM1,ENSP00000359454,A2PYH4,1,p22.2
ENSG00000143641,GALNT2,ENSP00000355632,Q10471,1,q42.13
ENSG00000010932,FMO1,ENSP00000481732,Q01740,1,q24.3
ENSG00000010072,SPRTN,ENSP00000375731,Q9H040,1,q42.2
ENSG00000135766,EGLN1,ENSP00000499629,,1,q42.2
ENSG00000168243,GNG4,ENSP00000355556,P50150,1,q42.3
ENSG00000116183,PAPPA2,ENSP00000356633,Q9BXP8,1,q25.2
ENSG00000170382,LRRN2,ENSP00000356143,O75325,1,q32.1
ENSG00000066027,PPP2R5A,ENSP00000261461,Q15172,1,q32.3
ENSG00000173728,SPMIP3,ENSP00000355495,Q5SVJ3,1,q44
ENSG00000185523,SPATA45,ENSP00000419160,Q537H7,1,q32.3
ENSG00000116711,PLA2G4A,ENSP00000356436,P47712,1,q31.1
ENSG00000157060,SHCBP1L,ENSP00000356518,Q9BZQ2,1,q25.3
ENSG00000123684,LPGAT1,ENSP00000355964,Q92604,1,q32.3
ENSG00000203705,TATDN3,ENSP00000431376,Q17R31,1,q32.3
ENSG00000174175,SELP,ENSP00000391694,,1,q24.2
ENSG00000008118,CAMK1G,ENSP00000498823,,1,q32.2
ENSG00000171161,ZNF672,ENSP00000421915,Q499Z4,1,q44
ENSG00000196878,LAMB3,ENSP00000348384,Q13751,1,q32.2
ENSG00000074964,ARHGEF10L,ENSP00000355060,Q9HCE6,1,p36.13
ENSG00000198929,NOS1AP,ENSP00000431586,O75052,1,q23.3
ENSG00000174606,ANGEL2,ENSP00000355929,Q5VTE6,1,q32.3
ENSG00000116903,EXOC8,ENSP00000355605,Q8IYI6,1,q42.2
ENSG00000198797,BRINP2,ENSP00000354481,Q9C0B6,1,q25.2
ENSG00000151414,NEK7,ENSP00000356355,Q8TDX7,1,q31.3
ENSG00000177614,PGBD5,ENSP00000375733,Q8N414,1,q42.13
ENSG00000197472,ZNF695,ENSP00000430580,,1,q44
ENSG00000136643,RPS6KC1,ENSP00000355927,Q96S38,1,q32.3
ENSG00000135747,ZNF670-ZNF695,ENSP00000428213,,1,q44
ENSG00000069248,NUP133,ENSP00000261396,Q8WUM0,1,q42.13
ENSG00000253148,RGS21,ENSP00000428343,Q2M5E4,1,q31.2
ENSG00000090104,RGS1,ENSP00000356429,Q08116,1,q31.2
ENSG00000185220,PGBD2,ENSP00000355424,Q6P3X8,1,q44
ENSG00000162769,FLVCR1,ENSP00000355938,Q9Y5Y0,1,q32.3
ENSG00000042781,USH2A,ENSP00000501296,O75445,1,q41
ENSG00000277462,ZNF670,ENSP00000355459,Q9BS34,1,q44
ENSG00000035687,ADSS2,ENSP00000355493,P30520,1,q44
ENSG00000180287,PLD5,ENSP00000440896,Q8N7P1,1,q43
ENSG00000007341,ST7L,ENSP00000436499,Q8TDW4,1,p13.2
ENSG00000143324,XPR1,ENSP00000356562,Q9UBH6,1,q25.3
ENSG00000198842,STYXL2,ENSP00000354483,Q5VZP5,1,q24.1
ENSG00000198756,COLGALT2,ENSP00000497601,,1,q25.3
ENSG00000054282,SDCCAG8,ENSP00000355499,Q86SQ7,1,q43
ENSG00000183780,SLC35F3,ENSP00000355577,Q8IY50,1,q42.2
ENSG00000162702,ZNF281,ENSP00000294740,Q9Y2X9,1,q32.1
ENSG00000143194,MAEL,ENSP00000356846,Q96JY0,1,q24.1
ENSG00000054267,ARID4B,ENSP00000420620,,1,q42.3
ENSG00000175137,SH3BP5L,ENSP00000355428,Q7L8J4,1,q44
ENSG00000134245,WNT2B,ENSP00000256640,,1,p13.2
ENSG00000187889,FYB2,ENSP00000345972,Q5VWT5,1,p32.2
ENSG00000097046,CDC7,ENSP00000234626,O00311,1,p22.1
ENSG00000203737,GPR52,ENSP00000356658,Q9Y2T5,1,q25.1
ENSG00000185420,SMYD3,ENSP00000487434,Q9H7B4,1,q44
ENSG00000136636,KCTD3,ENSP00000259154,Q9Y597,1,q41
ENSG00000163874,ZC3H12A,ENSP00000362179,Q5D1E8,1,p34.3
ENSG00000054392,HHAT,ENSP00000261458,Q5VTY9,1,q32.2
ENSG00000188739,RBM34,ENSP00000386226,P42696,1,q42.3
ENSG00000143341,HMCN1,ENSP00000271588,Q96RW7,1,q25.3
ENSG00000116703,PDC,ENSP00000375855,P20941,1,q31.1
ENSG00000162545,CAMK2N1,ENSP00000364219,Q7Z7J9,1,p36.12
ENSG00000090432,MUL1,ENSP00000264198,Q969V5,1,p36.12
ENSG00000183114,FAM43B,ENSP00000331397,Q6ZT52,1,p36.12
ENSG00000158825,CDA,ENSP00000364212,P32320,1,p36.12
ENSG00000158828,PINK1,ENSP00000364204,Q9BXM7,1,p36.12
ENSG00000162630,B3GALT2,ENSP00000356404,O43825,1,q31.2
ENSG00000066557,LRRC40,ENSP00000359990,Q9H9A6,1,p31.1
ENSG00000118454,ANKRD13C,ENSP00000359982,Q8N6S4,1,p31.1
ENSG00000116761,CTH,ENSP00000413407,P32929,1,p31.1
ENSG00000007968,E2F2,ENSP00000355249,Q14209,1,p36.12
ENSG00000117318,ID3,ENSP00000363689,Q02535,1,p36.12
ENSG00000142676,RPL11,ENSP00000363676,P62913,1,p36.11
ENSG00000057757,PITHD1,ENSP00000246151,Q9GZP4,1,p36.11
ENSG00000117308,GALE,ENSP00000483375,Q14376,1,p36.11
ENSG00000132703,APCS,ENSP00000255040,P02743,1,q23.2
ENSG00000132693,CRP,ENSP00000255030,P02741,1,q23.2
ENSG00000158716,DUSP23,ENSP00000357089,Q9BVJ7,1,q23.2
ENSG00000181036,FCRL6,ENSP00000440712,,1,q23.2
ENSG00000158714,SLAMF8,ENSP00000357084,Q9P0V8,1,q23.2
ENSG00000243284,VSIG8,ENSP00000357080,P0DPA2,1,q23.2
ENSG00000213085,CFAP45,ENSP00000483972,,1,q23.2
ENSG00000162723,SLAMF9,ENSP00000357071,Q96A28,1,q23.2
ENSG00000163399,ATP1A1,ENSP00000400124,,1,p13.1
ENSG00000177888,ZBTB41,ENSP00000356375,Q5SVQ8,1,q31.3
ENSG00000243364,EFNA4,ENSP00000352789,P52798,1,q21.3
ENSG00000251246,EFNA4-EFNA3,ENSP00000426741,,1,q21.3
ENSG00000143590,EFNA3,ENSP00000357393,P52797,1,q21.3
ENSG00000169242,EFNA1,ENSP00000357391,P20827,1,q22
ENSG00000169241,SLC50A1,ENSP00000420189,,1,q22
ENSG00000163463,KRTCAP2,ENSP00000501502,,1,q22
ENSG00000169231,THBS3,ENSP00000357362,P49746,1,q22
ENSG00000177628,GBA1,ENSP00000357357,P04062,1,q22
ENSG00000143630,HCN3,ENSP00000357342,Q9P1Z3,1,q22
ENSG00000143627,PKLR,ENSP00000339933,P30613,1,q22
ENSG00000197721,CR1L,ENSP00000421736,Q2VPA4,1,q32.2
ENSG00000174059,CD34,ENSP00000310036,P28906,1,q32.2
ENSG00000142657,PGD,ENSP00000466358,,1,p36.22
ENSG00000251503,CENPS-CORT,ENSP00000383692,,1,p36.22
ENSG00000175279,CENPS,ENSP00000308583,Q8N2Z9,1,p36.22
ENSG00000160049,DFFA,ENSP00000366237,O00273,1,p36.22
ENSG00000182004,SNRPE,ENSP00000400591,P62304,1,q32.1
ENSG00000130768,SMPDL3B,ENSP00000363001,Q92485,1,p35.3
ENSG00000158156,XKR8,ENSP00000502410,,1,p35.3
ENSG00000182118,FAM89A,ENSP00000355614,Q96GI7,1,q42.2
ENSG00000143633,C1orf131,ENSP00000321341,,1,q42.2
ENSG00000132773,TOE1,ENSP00000361162,Q96GM8,1,p34.1
ENSG00000070759,TESK2,ENSP00000361156,Q96S53,1,p34.1
ENSG00000280670,CCDC163,ENSP00000486197,A0A0D9SF12,1,p34.1
ENSG00000132763,MMACHC,ENSP00000383840,Q9Y4U1,1,p34.1
ENSG00000169224,GCSAML,ENSP00000432118,,1,q44
ENSG00000177489,OR2G2,ENSP00000326349,Q8NGZ5,1,q44
ENSG00000177476,OR2G3,ENSP00000326301,Q8NGZ4,1,q44
ENSG00000133019,CHRM3,ENSP00000502667,P20309,1,q43
ENSG00000162636,EEIG2,ENSP00000386084,Q5T8I3,1,p13.3
ENSG00000162639,HENMT1,ENSP00000385655,Q5T8I9,1,p13.3
ENSG00000134186,PRPF38B,ENSP00000359042,Q5VTL8,1,p13.3
ENSG00000143107,FNDC7,ENSP00000359034,Q5VTL7,1,p13.3
ENSG00000116266,STXBP3,ENSP00000359025,O00186,1,p13.3
ENSG00000215717,TMEM167B,ENSP00000342148,Q9NRX6,1,p13.3
ENSG00000132676,DAP3,ENSP00000476592,P51398,1,q22
ENSG00000132718,SYT11,ENSP00000357307,Q9BT88,1,q22
ENSG00000132680,KHDC4,ENSP00000357303,Q7Z7F0,1,q22
ENSG00000163479,SSR2,ENSP00000295702,P43308,1,q22
ENSG00000160803,UBQLN4,ENSP00000357292,Q9NRR5,1,q22
ENSG00000132698,RAB25,ENSP00000354376,P57735,1,q22
ENSG00000260238,PMF1-BGLAP,ENSP00000475561,,1,q22
ENSG00000242252,BGLAP,ENSP00000357255,P02818,1,q22
ENSG00000198952,SMG5,ENSP00000355261,Q9UPR3,1,q22
ENSG00000163472,TMEM79,ENSP00000295694,Q9BSE2,1,q22
ENSG00000163468,CCT3,ENSP00000295688,P49368,1,q22
ENSG00000132677,RHBG,ENSP00000441197,Q9H310,1,q22
ENSG00000254726,MEX3A,ENSP00000432845,A1L020,1,q22
ENSG00000186377,CYP4X1,ENSP00000360968,Q8N118,1,p33
ENSG00000186160,CYP4Z1,ENSP00000334246,Q86W10,1,p33
ENSG00000162366,PDZK1IP1,ENSP00000294338,Q13113,1,p33
ENSG00000186790,FOXE3,ENSP00000334472,Q13461,1,p33
ENSG00000189030,VHLL,ENSP00000464258,Q6RSH7,1,q22
ENSG00000162763,LRRC52,ENSP00000294818,Q8N7C0,1,q24.1
ENSG00000143061,IGSF3,ENSP00000358498,O75054,1,p13.1
ENSG00000203740,NTMT2,ENSP00000408058,Q5VVY1,1,q24.2
ENSG00000162374,ELAVL4,ENSP00000498319,,1,p33
ENSG00000168275,COA6,ENSP00000355574,Q5JTJ3,1,q42.2
ENSG00000241563,CORT,ENSP00000366248,O00230,1,p36.22
ENSG00000153207,AHCTF1,ENSP00000355464,Q8WYP5,1,q44
ENSG00000156869,FRRS1,ENSP00000496583,Q6ZNA5,1,p21.2
ENSG00000033122,LRRC7,ENSP00000498937,,1,p31.1
ENSG00000143278,F13B,ENSP00000497116,,1,q31.3
ENSG00000116678,LEPR,ENSP00000360098,P48357,1,p31.3
ENSG00000159352,PSMD4,ENSP00000357879,P55036,1,q21.3
ENSG00000158710,TAGLN2,ENSP00000357076,P37802,1,q23.2
ENSG00000049239,H6PD,ENSP00000366620,O95479,1,p36.22
ENSG00000186564,FOXD2,ENSP00000335493,O60548,1,p33
ENSG00000244038,DDOST,ENSP00000399457,P39656,1,p36.12
ENSG00000116690,PRG4,ENSP00000431330,,1,q31.1
ENSG00000126091,ST3GAL3,ENSP00000431816,,1,p34.1
