ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000211884,TRAJ5,ENSP00000450961,,14,q11.2
ENSG00000211885,TRAJ4,ENSP00000452097,,14,q11.2
ENSG00000211886,TRAJ3,ENSP00000451699,A0A075B6Y3,14,q11.2
ENSG00000211887,TRAJ2,ENSP00000450593,,14,q11.2
ENSG00000211888,TRAJ1,ENSP00000452565,,14,q11.2
ENSG00000277734,TRAC,ENSP00000480116,,14,q11.2
ENSG00000129562,DAD1,ENSP00000442074,,14,q11.2
ENSG00000155463,OXA1L,ENSP00000285848,,14,q11.2
ENSG00000197324,LRP10,ENSP00000352601,Q7Z4F1,14,q11.2
ENSG00000139890,REM2,ENSP00000442774,Q8IYK8,14,q11.2
ENSG00000100461,RBM23,ENSP00000352956,Q86U06,14,q11.2
ENSG00000100462,PRMT5,ENSP00000380583,O14744,14,q11.2
ENSG00000100802,C14orf93,ENSP00000299088,Q9H972,14,q11.2
ENSG00000100804,PSMB5,ENSP00000451816,,14,q11.2
ENSG00000222028,PSMB11,ENSP00000386212,A5LHX3,14,q11.2
ENSG00000179933,C14orf119,ENSP00000322238,Q9NWQ9,14,q11.2
ENSG00000283654,CIROP,ENSP00000489869,A0A1B0GTW7,14,q11.2
ENSG00000235194,PPP1R3E,ENSP00000408288,Q9H7J1,14,q11.2
ENSG00000100842,EFS,ENSP00000416684,O43281,14,q11.2
ENSG00000166091,CMTM5,ENSP00000497215,Q96DZ9,14,q11.2
ENSG00000259431,THTPA,ENSP00000384580,Q9BU02,14,q11.2
ENSG00000213983,AP1G2,ENSP00000312442,O75843,14,q11.2
ENSG00000157326,DHRS4,ENSP00000453367,Q9BTZ2,14,q11.2
ENSG00000211851,TRAJ38,ENSP00000451248,,14,q11.2
ENSG00000100721,TCL1A,ENSP00000385036,P56279,14,q32.13
ENSG00000100604,CHGA,ENSP00000216492,P10645,14,q32.12
ENSG00000100605,ITPK1,ENSP00000346272,Q13572,14,q32.12
ENSG00000165943,MOAP1,ENSP00000298894,Q96BY2,14,q32.12
ENSG00000153485,LYSET,ENSP00000283534,Q8N6I4,14,q32.12
ENSG00000170270,GON7,ENSP00000306320,Q9BXV9,14,q32.12
ENSG00000012963,UBR7,ENSP00000450645,,14,q32.12
ENSG00000100601,ALKBH1,ENSP00000216489,Q13686,14,q24.3
ENSG00000119705,SLIRP,ENSP00000478794,,14,q24.3
ENSG00000063761,ADCK1,ENSP00000238561,Q86TW2,14,q24.3
ENSG00000151748,SAV1,ENSP00000451492,,14,q22.1
ENSG00000100504,PYGL,ENSP00000431657,,14,q22.1
ENSG00000131969,ABHD12B,ENSP00000336693,Q7Z5M8,14,q22.1
ENSG00000119689,DLST,ENSP00000451210,,14,q24.3
ENSG00000198208,RPS6KL1,ENSP00000450567,Q9Y6S9,14,q24.3
ENSG00000119630,PGF,ENSP00000451040,P49763,14,q24.3
ENSG00000119718,EIF2B2,ENSP00000266126,P49770,14,q24.3
ENSG00000119684,MLH3,ENSP00000370355,Q9UHC1,14,q24.3
ENSG00000119640,ACYP1,ENSP00000450873,,14,q24.3
ENSG00000119703,ZC2HC1C,ENSP00000434997,,14,q24.3
ENSG00000170348,TMED10,ENSP00000303145,P49755,14,q24.3
ENSG00000100665,SERPINA4,ENSP00000450838,P29622,14,q32.13
ENSG00000188488,SERPINA5,ENSP00000450484,,14,q32.13
ENSG00000196136,SERPINA3,ENSP00000376795,P01011,14,q32.13
ENSG00000100528,CNIH1,ENSP00000216416,O95406,14,q22.2
ENSG00000020577,SAMD4A,ENSP00000452535,Q9UPU9,14,q22.2
ENSG00000198554,WDHD1,ENSP00000353793,O75717,14,q22.3
ENSG00000139926,FRMD6,ENSP00000348550,Q96NE9,14,q22.1
ENSG00000100867,DHRS2,ENSP00000401213,,14,q11.2
ENSG00000119655,NPC2,ENSP00000412103,,14,q24.3
ENSG00000100603,SNW1,ENSP00000261531,Q13573,14,q24.3
ENSG00000166428,PLD4,ENSP00000497627,,14,q32.33
ENSG00000176246,OR4L1,ENSP00000319217,Q8NH43,14,q11.2
ENSG00000176219,OR11H6,ENSP00000319071,Q8NGC7,14,q11.2
ENSG00000258806,OR11H7,ENSP00000451021,,14,q11.2
ENSG00000136319,TTC5,ENSP00000258821,Q8N0Z6,14,q11.2
ENSG00000129566,TEP1,ENSP00000450475,,14,q11.2
ENSG00000185271,KLHL33,ENSP00000490040,,14,q11.2
ENSG00000092094,OSGEP,ENSP00000206542,Q9NPF4,14,q11.2
ENSG00000100823,APEX1,ENSP00000451979,P27695,14,q11.2
ENSG00000181803,OR6S1,ENSP00000313110,Q8NH40,14,q11.2
ENSG00000258818,RNASE4,ENSP00000452245,P34096,14,q11.2
ENSG00000181562,EDDM3A,ENSP00000315098,Q14507,14,q11.2
ENSG00000181552,EDDM3B,ENSP00000314810,P56851,14,q11.2
ENSG00000169413,RNASE6,ENSP00000302046,Q93091,14,q11.2
ENSG00000129538,RNASE1,ENSP00000381057,P07998,14,q11.2
ENSG00000169385,RNASE2,ENSP00000303276,P10153,14,q11.2
ENSG00000165794,SLC39A2,ENSP00000452568,Q9NP94,14,q11.2
ENSG00000179636,TPPP2,ENSP00000317595,P59282,14,q11.2
ENSG00000206150,RNASE13,ENSP00000372410,Q5GAN3,14,q11.2
ENSG00000165799,RNASE7,ENSP00000431382,Q9H1E1,14,q11.2
ENSG00000173431,RNASE8,ENSP00000311398,Q8TDE3,14,q11.2
ENSG00000165801,ARHGEF40,ENSP00000451335,,14,q11.2
ENSG00000165804,ZNF219,ENSP00000354206,Q9P2Y4,14,q11.2
ENSG00000169327,OR5AU1,ENSP00000493247,,14,q11.2
ENSG00000092201,SUPT16H,ENSP00000216297,Q9Y5B9,14,q11.2
ENSG00000214274,ANG,ENSP00000336762,P03950,14,q11.2
ENSG00000166166,TRMT61A,ENSP00000374399,Q96FX7,14,q32.33
ENSG00000126215,XRCC3,ENSP00000451362,O43542,14,q32.33
ENSG00000119699,TGFB3,ENSP00000238682,P10600,14,q24.3
ENSG00000283071,LBHD2,ENSP00000489570,A0A0U1RRK4,14,q32.32
ENSG00000165959,CLMN,ENSP00000298912,Q96JQ2,14,q32.13
ENSG00000258986,TMEM179,ENSP00000397763,,14,q32.33
ENSG00000184990,SIVA1,ENSP00000485991,,14,q32.33
ENSG00000179627,ZBTB42,ENSP00000450673,B2RXF5,14,q32.33
ENSG00000100722,ZC3H14,ENSP00000307025,Q6PJT7,14,q31.3
ENSG00000165533,TTC8,ENSP00000451034,,14,q31.3
ENSG00000203485,INF2,ENSP00000502257,,14,q32.33
ENSG00000131979,GCH1,ENSP00000378890,P30793,14,q22.2
ENSG00000185559,DLK1,ENSP00000376589,,14,q32.2
ENSG00000187537,POTEG,ENSP00000450853,Q6S5H5,14,q11.2
ENSG00000176294,OR4N2,ENSP00000451462,,14,q11.2
ENSG00000129535,NRL,ENSP00000454062,P54845,14,q12
ENSG00000100889,PCK2,ENSP00000453444,,14,q11.2
ENSG00000100897,DCAF11,ENSP00000453470,,14,q12
ENSG00000092010,PSME1,ENSP00000452843,,14,q12
ENSG00000100908,EMC9,ENSP00000454016,,14,q12
ENSG00000100911,PSME2,ENSP00000453487,,14,q12
ENSG00000196497,IPO4,ENSP00000346453,Q8TEX9,14,q12
ENSG00000100926,TM9SF1,ENSP00000432997,,14,q12
ENSG00000139908,TSSK4,ENSP00000339179,Q6SA08,14,q12
ENSG00000254505,CHMP4A,ENSP00000324205,Q9BY43,14,q12
ENSG00000213920,MDP1,ENSP00000380045,Q86V88,14,q12
ENSG00000255526,NEDD8-MDP1,ENSP00000474249,,14,q12
ENSG00000129559,NEDD8,ENSP00000380040,,14,q12
ENSG00000092295,TGM1,ENSP00000206765,P22735,14,q12
ENSG00000157379,DHRS1,ENSP00000288111,Q96LJ7,14,q12
ENSG00000196943,NOP9,ENSP00000267425,Q86U38,14,q12
ENSG00000213906,LTB4R2,ENSP00000436668,,14,q12
ENSG00000213903,LTB4R,ENSP00000450457,,14,q12
ENSG00000129465,RIPK3,ENSP00000216274,Q9Y572,14,q12
ENSG00000100968,NFATC4,ENSP00000388910,Q14934,14,q12
ENSG00000100888,CHD8,ENSP00000406288,Q9HCK8,14,q11.2
ENSG00000129472,RAB2B,ENSP00000380869,Q8WUD1,14,q11.2
ENSG00000140090,SLC24A4,ENSP00000376948,Q8NFF2,14,q32.12
ENSG00000100567,PSMA3,ENSP00000216455,P25788,14,q23.1
ENSG00000032219,ARID4A,ENSP00000344556,P29374,14,q23.1
ENSG00000196860,TOMM20L,ENSP00000451683,,14,q23.1
ENSG00000100575,TIMM9,ENSP00000378588,Q9Y5J7,14,q23.1
ENSG00000100578,KIAA0586,ENSP00000346359,Q9BVV6,14,q23.1
ENSG00000184601,C14orf180,ENSP00000452502,Q8N912,14,q32.33
ENSG00000100711,ZFYVE21,ENSP00000216602,Q9BQ24,14,q32.33
ENSG00000165782,PIP4P1,ENSP00000250489,Q86T03,14,q11.2
ENSG00000100592,DAAM1,ENSP00000354162,Q9Y4D1,14,q23.1
ENSG00000100557,CCDC198,ENSP00000216445,Q9NVL8,14,q22.3
ENSG00000171723,GPHN,ENSP00000312771,Q9NQX3,14,q23.3
ENSG00000165792,METTL17,ENSP00000343041,Q9H7H0,14,q11.2
ENSG00000133937,GSC,ENSP00000238558,P56915,14,q32.13
ENSG00000255569,TRAV1-1,ENSP00000446309,A0A0B4J248,14,q11.2
ENSG00000255582,OR10G2,ENSP00000445383,Q8NGC3,14,q11.2
ENSG00000256553,TRAV1-2,ENSP00000439668,A0A0B4J238,14,q11.2
ENSG00000211776,TRAV2,ENSP00000438195,A0A0B4J234,14,q11.2
ENSG00000211777,TRAV3,ENSP00000444955,A0A0B4J244,14,q11.2
ENSG00000211778,TRAV4,ENSP00000451535,A0A0B4J268,14,q11.2
ENSG00000211779,TRAV5,ENSP00000446355,A0A0B4J249,14,q11.2
ENSG00000129473,BCL2L2,ENSP00000451148,,14,q11.2
ENSG00000165409,TSHR,ENSP00000441235,,14,q31.1
ENSG00000165417,GTF2A1,ENSP00000452454,P52655,14,q31.1
ENSG00000254656,RTL1,ENSP00000497482,A6NKG5,14,q32.31
ENSG00000134001,EIF2S1,ENSP00000256383,P05198,14,q23.3
ENSG00000100558,PLEK2,ENSP00000216446,Q9NYT0,14,q24.1
ENSG00000156127,BATF,ENSP00000286639,Q16520,14,q24.3
ENSG00000119686,FLVCR2,ENSP00000238667,Q9UPI3,14,q24.3
ENSG00000119685,TTLL5,ENSP00000451917,,14,q24.3
ENSG00000133935,ERG28,ENSP00000256319,Q9UKR5,14,q24.3
ENSG00000089916,GPATCH2L,ENSP00000452180,,14,q24.3
ENSG00000119650,IFT43,ENSP00000504736,,14,q24.3
ENSG00000054690,PLEKHH1,ENSP00000330278,Q9ULM0,14,q24.1
ENSG00000100564,PIGH,ENSP00000453759,,14,q24.1
ENSG00000081181,ARG2,ENSP00000261783,P78540,14,q24.1
ENSG00000100568,VTI1B,ENSP00000450731,Q9UEU0,14,q24.1
ENSG00000072042,RDH11,ENSP00000370750,Q8TC12,14,q24.1
ENSG00000139988,RDH12,ENSP00000449079,Q96NR8,14,q24.1
ENSG00000257520,SFTA3,ENSP00000449302,,14,q13.3
ENSG00000136327,NKX2-8,ENSP00000258829,O15522,14,q13.3
ENSG00000198807,PAX9,ENSP00000384817,P55771,14,q13.3
ENSG00000072415,PALS1,ENSP00000503322,Q8N3R9,14,q23.3
ENSG00000100554,ATP6V1D,ENSP00000451167,Q9Y5K8,14,q23.3
ENSG00000100883,SRP54,ENSP00000451818,P61011,14,q13.2
ENSG00000211959,IGHV4-39,ENSP00000375028,P01824,14,q32.33
ENSG00000232216,IGHV3-43,ENSP00000399826,A0A0B4J1X8,14,q32.33
ENSG00000211961,IGHV1-45,ENSP00000375030,A0A0A0MS14,14,q32.33
ENSG00000211962,IGHV1-46,ENSP00000375031,P01743,14,q32.33
ENSG00000211964,IGHV3-48,ENSP00000375033,P01763,14,q32.33
ENSG00000211965,IGHV3-49,ENSP00000375034,A0A0A0MS15,14,q32.33
ENSG00000211966,IGHV5-51,ENSP00000375035,A0A0C4DH38,14,q32.33
ENSG00000211967,IGHV3-53,ENSP00000375036,P01767,14,q32.33
ENSG00000211968,IGHV1-58,ENSP00000375037,A0A0C4DH39,14,q32.33
ENSG00000224373,IGHV4-59,ENSP00000375038,P01825,14,q32.33
ENSG00000254167,IGHV8-51-1,ENSP00000503582,,14,q32.33
ENSG00000119638,NEK9,ENSP00000238616,Q8TD19,14,q24.3
ENSG00000075413,MARK3,ENSP00000503689,,14,q32.32
ENSG00000205978,NYNRIN,ENSP00000371994,Q9P2P1,14,q12
ENSG00000139899,CBLN3,ENSP00000267406,Q6UW01,14,q12
ENSG00000100441,KHNYN,ENSP00000251343,O15037,14,q12
ENSG00000092009,CMA1,ENSP00000250378,P23946,14,q12
ENSG00000100450,GZMH,ENSP00000216338,P20718,14,q12
ENSG00000100448,CTSG,ENSP00000216336,P08311,14,q12
ENSG00000021645,NRXN3,ENSP00000488920,,14,q24.3
ENSG00000139990,DCAF5,ENSP00000341351,Q96JK2,14,q24.1
ENSG00000092140,G2E3,ENSP00000448745,,14,q12
ENSG00000092108,SCFD1,ENSP00000504309,,14,q12
ENSG00000140093,SERPINA10,ENSP00000261994,Q9UK55,14,q32.13
ENSG00000170099,SERPINA6,ENSP00000451045,,14,q32.13
ENSG00000197249,SERPINA1,ENSP00000376802,P01009,14,q32.13
ENSG00000186910,SERPINA11,ENSP00000335024,Q86U17,14,q32.13
ENSG00000170054,SERPINA9,ENSP00000414092,Q86WD7,14,q32.13
ENSG00000165953,SERPINA12,ENSP00000451738,Q8IW75,14,q32.13
ENSG00000129484,PARP2,ENSP00000392972,Q9UGN5,14,q11.2
ENSG00000133943,DGLUCY,ENSP00000430022,,14,q32.11
ENSG00000129467,ADCY4,ENSP00000312126,Q8NFM4,14,q12
ENSG00000227051,C14orf132,ENSP00000490729,Q9NPU4,14,q32.2
ENSG00000119715,ESRRB,ENSP00000424992,,14,q24.3
ENSG00000168398,BDKRB2,ENSP00000439459,P30411,14,q32.2
ENSG00000053254,FOXN3,ENSP00000450783,,14,q32.11
ENSG00000157227,MMP14,ENSP00000506068,,14,q11.2
ENSG00000165929,TC2N,ENSP00000387882,Q8N9U0,14,q32.12
ENSG00000100815,TRIP11,ENSP00000267622,Q15643,14,q32.12
ENSG00000183648,NDUFB1,ENSP00000451090,O75438,14,q32.12
ENSG00000165934,CPSF2,ENSP00000298875,Q9P2I0,14,q32.12
ENSG00000092203,TOX4,ENSP00000402195,,14,q11.2
ENSG00000165819,METTL3,ENSP00000440598,,14,q11.2
ENSG00000165821,SALL2,ENSP00000438493,,14,q11.2
ENSG00000100483,VCPKMT,ENSP00000437113,Q9H867,14,q21.3
ENSG00000100485,SOS2,ENSP00000216373,Q07890,14,q21.3
ENSG00000087299,L2HGDH,ENSP00000261699,,14,q21.3
ENSG00000100490,CDKL1,ENSP00000379176,Q00532,14,q22.1
ENSG00000092200,RPGRIP1,ENSP00000382895,Q96KN7,14,q11.2
ENSG00000133983,COX16,ENSP00000374562,Q9P0S2,14,q24.2
ENSG00000258644,SYNJ2BP-COX16,ENSP00000482133,,14,q24.2
ENSG00000213463,SYNJ2BP,ENSP00000256366,P57105,14,q24.2
ENSG00000139985,ADAM21,ENSP00000506213,Q9UKJ8,14,q24.2
ENSG00000134007,ADAM20,ENSP00000256389,O43506,14,q24.2
ENSG00000133997,MED6,ENSP00000451684,,14,q24.2
ENSG00000133985,TTC9,ENSP00000256367,Q92623,14,q24.2
ENSG00000006432,MAP3K9,ENSP00000451612,P80192,14,q24.2
ENSG00000100934,SEC23A,ENSP00000444193,Q15436,14,q21.1
ENSG00000182400,TRAPPC6B,ENSP00000335171,Q86SZ2,14,q21.1
ENSG00000100941,PNN,ENSP00000452217,,14,q21.1
ENSG00000119682,AREL1,ENSP00000450901,,14,q24.3
ENSG00000119616,FCF1,ENSP00000450750,,14,q24.3
ENSG00000119596,YLPM1,ENSP00000324463,P49750,14,q24.3
ENSG00000131981,LGALS3,ENSP00000451526,,14,q22.3
ENSG00000126787,DLGAP5,ENSP00000378815,Q15398,14,q22.3
ENSG00000178974,FBXO34,ENSP00000506349,Q9NWN3,14,q22.3
ENSG00000126775,ATG14,ENSP00000247178,Q6ZNE5,14,q22.3
ENSG00000072121,ZFYVE26,ENSP00000251119,Q68DK2,14,q24.1
ENSG00000168348,INSM2,ENSP00000306523,Q96T92,14,q13.2
ENSG00000100916,BRMS1L,ENSP00000216807,Q5PSV4,14,q13.2
ENSG00000100949,RABGGTA,ENSP00000453596,,14,q12
ENSG00000100796,PPP4R3A,ENSP00000450864,Q6IN85,14,q32.12
ENSG00000140009,ESR2,ENSP00000452485,,14,q23.3
ENSG00000092036,HAUS4,ENSP00000452260,Q9H6D7,14,q11.2
ENSG00000139914,FITM1,ENSP00000267426,A5D6W6,14,q12
